inter_arrival_time,packet_size,protocol,flow_duration,total_bytes,packet_count,dst_port,ttl,label,class_name,dataset
1.8999999156221747e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010200000178883784,116.5,6.0,0.00010200000178883784,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.800000119255856e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.099999831756577e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.800000043469481e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.89999989036005e-05,488.0,6.0,0.0001,976.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.099999958067201e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.999999797903001e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.199999840348028e-05,102.5,6.0,0.0001,205.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.400000059627928e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.999999823165126e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.7999998565064743e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.199999991920777e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.200000254670158e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.7000001611886546e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.099999958067201e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
4.199999966658652e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.999999797903001e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.9999999242136255e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.600000051548705e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.199999890872277e-05,102.5,6.0,0.0001,205.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.599999788799323e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.2999996619764715e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.100000246078707e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
4.100000296602957e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.9000002541579306e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.5000001187436283e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.400000059627928e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
4.199999966658652e-05,488.0,6.0,0.0001,976.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
1.9000002794200554e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.300000051036477e-05,488.0,6.0,0.0001,976.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00013000000035390258,772.5,6.0,0.00013000000035390258,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.800000093993731e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010900000052060932,772.5,6.0,0.00010900000052060932,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.800000093993731e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00011099999755970202,488.0,6.0,0.00011099999755970202,976.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
1.8999999156221747e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00013299999773153104,102.5,6.0,0.00013299999773153104,205.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.399999983841553e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.199999916134402e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
4.499999704421498e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.50000033096876e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.200000204145908e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.399999908055179e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.900000102585182e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.900000153109431e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
5.400000009103678e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00011600000289035961,772.5,6.0,0.00011600000289035961,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.5000000934815034e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.100000195554458e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010000000111176632,103.0,6.0,0.00010000000111176632,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.499999992433004e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.70000003487803e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.200000254670158e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.79999973019585e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.600000001024455e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
5.0999999075429514e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010299999848939478,772.5,6.0,0.00010299999848939478,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
1.9999999494757503e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.600000051548705e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.500000017695129e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.599999788799323e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.100000170292333e-05,744.0,6.0,0.0001,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010700000348151661,772.5,6.0,0.00010700000348151661,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.800000119255856e-05,276.5,6.0,0.0001,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.000000161700882e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.800000119255856e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.9999999242136255e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
1.4000001101521775e-05,102.5,6.0,0.0001,205.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00014200000077835284,488.0,6.0,0.00014200000077835284,976.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.500000017695129e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.000000161700882e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
6.600000051548705e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.800000093993731e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010800000018207356,772.5,6.0,0.00010800000018207356,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.999999747378752e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.199999991920777e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00011600000289035961,772.5,6.0,0.00011600000289035961,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00011000000085914508,116.5,6.0,0.00011000000085914508,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00012599999899975955,772.5,6.0,0.00012599999899975955,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.499999729683623e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
7.900000127847306e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.700000009615906e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00017699999807518907,102.5,6.0,0.00017699999807518907,205.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00010699999984353781,744.0,6.0,0.00010699999984353781,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00014999999984866008,744.0,6.0,0.00014999999984866008,1488.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
8.70000003487803e-05,772.5,6.0,0.0001,1545.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
2.2999996872385964e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
5.199999941396527e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
9.199999840348028e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
0.00013799999942420982,276.5,6.0,0.00013799999942420982,553.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
1.599999814061448e-05,116.5,6.0,0.0001,233.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
3.9999998989515007e-05,103.0,6.0,0.0001,206.0,2.0,443.0,32.0,0,Normal_BitTorrent,USTC_TFC_2016
